,customer_id,payment_type_id,internet_service_type_id,contract_type_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,internet_service_type,payment_type,churn_month,signup_date
5835,8207-VVMYB,3,3,3,Female,0,Yes,No,70,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,26.0,2006.95,No,Two year,None,Bank transfer (automatic),,2016-03-21 18:07:34
5836,8208-EUMTE,2,1,3,Male,0,No,No,16,No,No phone service,Yes,Yes,Yes,Yes,Yes,No,No,54.85,916.15,No,Two year,DSL,Mailed check,,2020-09-21 18:07:34
5837,8212-CRQXP,4,2,1,Female,0,Yes,No,22,Yes,No,No,No,No,No,Yes,No,Yes,80.0,1706.45,No,Month-to-month,Fiber optic,Credit card (automatic),,2020-03-21 18:07:34
5838,8212-DJRCH,2,2,1,Male,0,Yes,Yes,5,Yes,No,Yes,No,Yes,No,No,Yes,Yes,90.35,434.5,No,Month-to-month,Fiber optic,Mailed check,,2021-08-21 18:07:34
5839,8213-TAZPM,3,2,2,Female,0,Yes,Yes,69,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,108.75,7493.05,No,One year,Fiber optic,Bank transfer (automatic),,2016-04-21 18:07:34
5840,8215-NGSPE,2,3,3,Female,0,Yes,Yes,42,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.0,833.55,No,Two year,None,Mailed check,,2018-07-21 18:07:34
5841,8216-AZUUZ,1,2,3,Female,0,Yes,Yes,42,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,100.4,4303.65,No,Two year,Fiber optic,Electronic check,,2018-07-21 18:07:34
5842,8217-QYOHV,2,1,1,Male,0,No,No,5,Yes,No,Yes,No,No,Yes,No,No,Yes,55.75,266.95,No,Month-to-month,DSL,Mailed check,,2021-08-21 18:07:34
5843,8218-FFJDS,3,1,3,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,86.4,6058.95,No,Two year,DSL,Bank transfer (automatic),,2016-01-21 18:07:34
5844,8219-VYBVI,2,3,3,Male,0,No,Yes,39,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.0,1004.35,No,Two year,None,Mailed check,,2018-10-21 18:07:34
5845,8220-OCUFY,1,1,2,Female,0,No,No,21,Yes,No,Yes,No,Yes,Yes,No,No,Yes,60.25,1258.35,No,One year,DSL,Electronic check,,2020-04-21 18:07:34
5846,8221-EQDGL,2,1,1,Male,0,Yes,No,35,Yes,No,Yes,Yes,Yes,No,No,No,No,61.0,2130.45,No,Month-to-month,DSL,Mailed check,,2019-02-21 18:07:34
5847,8221-HVAYI,4,1,3,Male,0,Yes,Yes,35,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,69.15,2490.15,No,Two year,DSL,Credit card (automatic),,2019-02-21 18:07:34
5848,8224-DWCKX,4,2,1,Male,1,No,No,12,Yes,Yes,No,No,No,No,No,No,Yes,73.3,828.05,No,Month-to-month,Fiber optic,Credit card (automatic),,2021-01-21 18:07:34
5849,8224-IVVPA,2,1,1,Female,0,No,No,27,Yes,No,Yes,Yes,No,No,No,No,Yes,56.7,1652.95,No,Month-to-month,DSL,Mailed check,,2019-10-21 18:07:34
5850,8224-KDLKN,3,3,3,Male,0,Yes,Yes,72,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.0,1738.9,No,Two year,None,Bank transfer (automatic),,2016-01-21 18:07:34
5851,8224-UAXBZ,1,1,2,Female,0,Yes,No,58,No,No phone service,Yes,Yes,No,No,Yes,No,Yes,45.35,2540.1,No,One year,DSL,Electronic check,,2017-03-21 18:07:34
5852,8225-BTJAU,1,2,1,Male,1,No,No,10,Yes,No,No,No,No,No,No,Yes,Yes,79.25,793.55,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-03-21 18:07:34
5853,8226-BXGES,3,2,2,Male,0,Yes,No,64,Yes,Yes,Yes,Yes,Yes,No,No,No,No,89.45,5692.65,No,One year,Fiber optic,Bank transfer (automatic),,2016-09-21 18:07:34
5854,8229-BUJHX,3,3,3,Female,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.5,1500.95,No,Two year,None,Bank transfer (automatic),,2016-02-21 18:07:34
5855,8229-MYEJZ,1,1,1,Female,0,No,No,10,Yes,No,No,Yes,No,No,No,No,No,51.2,498.25,No,Month-to-month,DSL,Electronic check,,2021-03-21 18:07:34
5856,8229-TNIQA,2,1,1,Female,0,No,No,4,Yes,No,No,No,No,No,No,No,Yes,45.3,196.95,Yes,Month-to-month,DSL,Mailed check,2022-01-31,2021-09-21 18:07:34
5857,8231-BSWXX,4,2,2,Male,0,No,No,71,Yes,Yes,No,Yes,No,No,No,No,Yes,79.05,5552.5,No,One year,Fiber optic,Credit card (automatic),,2016-02-21 18:07:34
5858,8232-CTLKO,1,1,3,Female,0,Yes,Yes,66,Yes,No,Yes,No,No,No,Yes,No,Yes,59.75,3996.8,No,Two year,DSL,Electronic check,,2016-07-21 18:07:34
5859,8232-UTFOZ,4,3,3,Male,0,No,No,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.95,1399.35,No,Two year,None,Credit card (automatic),,2016-04-21 18:07:34
5860,8234-GSZYK,3,3,3,Male,0,No,No,43,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,26.45,1110.05,No,Two year,None,Bank transfer (automatic),,2018-06-21 18:07:34
5861,8237-ULIXL,4,3,3,Female,0,Yes,No,72,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.85,1871.85,No,Two year,None,Credit card (automatic),,2016-01-21 18:07:34
5862,8241-JUIQO,3,3,2,Female,0,No,No,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.45,1336.35,No,One year,None,Bank transfer (automatic),,2016-12-21 18:07:34
5863,8242-JSVBO,3,1,1,Male,0,No,No,7,Yes,No,No,No,No,No,No,No,Yes,44.65,322.5,No,Month-to-month,DSL,Bank transfer (automatic),,2021-06-21 18:07:34
5864,8242-PDSGJ,4,1,3,Male,0,Yes,No,70,No,No phone service,Yes,No,Yes,Yes,No,No,Yes,39.15,2692.75,No,Two year,DSL,Credit card (automatic),,2016-03-21 18:07:34
5865,8242-SOQUO,1,2,1,Female,1,No,No,5,Yes,No,No,Yes,No,No,Yes,No,Yes,84.7,392.5,No,Month-to-month,Fiber optic,Electronic check,,2021-08-21 18:07:34
5866,8245-UMPYT,1,2,1,Female,1,No,No,16,Yes,Yes,No,No,No,No,Yes,Yes,Yes,96.4,1581.2,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2020-09-21 18:07:34
5867,8246-SHFGA,4,3,1,Male,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,21.1,385.55,No,Month-to-month,None,Credit card (automatic),,2020-08-21 18:07:34
5868,8249-THVEC,2,3,2,Male,0,Yes,Yes,51,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.4,997.75,No,One year,None,Mailed check,,2017-10-21 18:07:34
5869,8250-ZNGGW,4,1,1,Female,1,No,No,5,Yes,No,Yes,Yes,No,Yes,No,No,No,59.9,287.85,No,Month-to-month,DSL,Credit card (automatic),,2021-08-21 18:07:34
5870,8257-RZAHR,3,1,1,Female,0,Yes,No,14,Yes,Yes,Yes,No,No,No,Yes,No,Yes,64.7,941,Yes,Month-to-month,DSL,Bank transfer (automatic),2022-01-31,2020-11-21 18:07:34
5871,8258-GSTJK,1,2,1,Male,1,No,No,3,Yes,Yes,No,No,No,No,No,No,Yes,77.0,237.75,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-10-21 18:07:34
5872,8259-DZLIZ,3,1,2,Female,0,Yes,Yes,64,Yes,Yes,No,Yes,No,No,No,No,Yes,53.85,3399.85,No,One year,DSL,Bank transfer (automatic),,2016-09-21 18:07:34
5873,8259-NFJTV,2,1,1,Female,0,Yes,Yes,7,No,No phone service,Yes,No,No,Yes,No,No,No,34.65,246.6,No,Month-to-month,DSL,Mailed check,,2021-06-21 18:07:34
5874,8260-NGFNY,2,1,1,Female,0,No,No,1,No,No phone service,No,No,No,No,No,No,No,25.2,25.2,Yes,Month-to-month,DSL,Mailed check,2022-01-31,2021-12-21 18:07:34
5875,8261-GWDBQ,3,2,3,Female,1,Yes,No,60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,116.05,6925.9,No,Two year,Fiber optic,Bank transfer (automatic),,2017-01-21 18:07:34
5876,8262-COGGB,2,3,1,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.45,20.45,No,Month-to-month,None,Mailed check,,2021-12-21 18:07:34
5877,8263-JQAIK,2,1,1,Male,1,No,No,2,No,No phone service,No,No,No,No,No,No,Yes,24.45,47.5,Yes,Month-to-month,DSL,Mailed check,2022-01-31,2021-11-21 18:07:34
5878,8263-OKETD,4,1,1,Female,0,No,No,20,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,68.9,1370.35,No,Month-to-month,DSL,Credit card (automatic),,2020-05-21 18:07:34
5879,8263-QMNTJ,1,2,3,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115.55,8425.3,No,Two year,Fiber optic,Electronic check,,2016-01-21 18:07:34
5880,8265-HKSOW,4,2,3,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,107.45,7658.3,No,Two year,Fiber optic,Credit card (automatic),,2016-01-21 18:07:34
5881,8266-VBFQL,1,2,1,Male,0,No,No,4,Yes,No,No,No,Yes,Yes,No,Yes,Yes,90.4,356.65,No,Month-to-month,Fiber optic,Electronic check,,2021-09-21 18:07:34
5882,8267-KFGYD,2,3,1,Male,0,No,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,21.05,21.05,No,Month-to-month,None,Mailed check,,2021-12-21 18:07:34
5883,8267-ZNYVZ,1,2,2,Female,0,Yes,No,33,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,103.75,3361.05,Yes,One year,Fiber optic,Electronic check,2022-01-31,2019-04-21 18:07:34
5884,8268-YDIXR,1,2,2,Male,0,Yes,No,56,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,93.15,5253.95,No,One year,Fiber optic,Electronic check,,2017-05-21 18:07:34
5885,8270-RKSAP,1,2,1,Male,0,No,No,9,Yes,No,No,No,No,No,No,No,Yes,70.5,597.9,No,Month-to-month,Fiber optic,Electronic check,,2021-04-21 18:07:34
5886,8272-ONJLV,1,2,2,Male,0,No,No,12,Yes,No,No,No,Yes,No,Yes,Yes,No,95.7,1184,No,One year,Fiber optic,Electronic check,,2021-01-21 18:07:34
5887,8276-MQBYC,1,2,1,Male,1,No,No,51,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,97.8,4913.3,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2017-10-21 18:07:34
5888,8277-RVRSV,4,3,2,Female,0,Yes,Yes,33,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.15,800.3,No,One year,None,Credit card (automatic),,2019-04-21 18:07:34
5889,8280-MQRQN,2,1,1,Female,0,No,No,1,Yes,No,No,No,Yes,No,No,No,Yes,50.45,50.45,Yes,Month-to-month,DSL,Mailed check,2022-01-31,2021-12-21 18:07:34
5890,8285-ABVLB,4,3,3,Female,0,Yes,No,70,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.85,1328.35,No,Two year,None,Credit card (automatic),,2016-03-21 18:07:34
5891,8286-AFUYI,1,1,1,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,47.95,47.95,No,Month-to-month,DSL,Electronic check,,2021-12-21 18:07:34
5892,8290-YWKHZ,1,2,1,Female,1,Yes,No,32,Yes,Yes,No,No,No,No,Yes,Yes,Yes,93.2,2931,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2019-05-21 18:07:34
5893,8292-FRFZQ,3,1,2,Female,0,No,No,39,No,No phone service,Yes,Yes,No,Yes,No,No,No,41.15,1700.9,No,One year,DSL,Bank transfer (automatic),,2018-10-21 18:07:34
5894,8292-ITGYJ,3,3,3,Female,0,Yes,Yes,45,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.65,1138.8,No,Two year,None,Bank transfer (automatic),,2018-04-21 18:07:34
5895,8292-TYSPY,4,1,1,Male,0,No,No,19,Yes,No,No,No,Yes,Yes,No,No,Yes,55.0,1046.5,Yes,Month-to-month,DSL,Credit card (automatic),2022-01-31,2020-06-21 18:07:34
5896,8294-UIMBA,3,2,2,Female,0,No,No,30,Yes,No,No,No,No,Yes,Yes,Yes,Yes,94.4,2638.1,No,One year,Fiber optic,Bank transfer (automatic),,2019-07-21 18:07:34
5897,8295-FHIVV,2,3,1,Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.4,168.65,No,Month-to-month,None,Mailed check,,2021-06-21 18:07:34
5898,8295-KMENE,2,1,3,Female,0,Yes,Yes,59,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,76.45,4519.5,No,Two year,DSL,Mailed check,,2017-02-21 18:07:34
5899,8305-VHZBZ,2,3,1,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.2,20.2,Yes,Month-to-month,None,Mailed check,2022-01-31,2021-12-21 18:07:34
5900,8309-IEYJD,2,2,1,Female,1,No,No,1,Yes,No,No,No,No,No,No,No,Yes,70.6,70.6,No,Month-to-month,Fiber optic,Mailed check,,2021-12-21 18:07:34
5901,8309-PPCED,3,2,3,Female,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,110.45,7982.5,No,Two year,Fiber optic,Bank transfer (automatic),,2016-01-21 18:07:34
5902,8311-UEUAB,1,1,3,Female,0,Yes,Yes,67,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,75.5,5229.45,No,Two year,DSL,Electronic check,,2016-06-21 18:07:34
5903,8313-AFGBW,1,1,3,Male,0,Yes,No,47,Yes,No,No,Yes,Yes,No,Yes,Yes,No,73.6,3522.65,No,Two year,DSL,Electronic check,,2018-02-21 18:07:34
5904,8313-KTIHG,1,1,1,Male,0,No,No,4,Yes,No,No,No,No,Yes,Yes,No,Yes,61.3,249.4,No,Month-to-month,DSL,Electronic check,,2021-09-21 18:07:34
5905,8313-NDOIA,1,2,1,Female,0,No,No,24,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.15,2494.65,No,Month-to-month,Fiber optic,Electronic check,,2020-01-21 18:07:34
5906,8314-DPQHL,2,1,2,Male,0,No,No,9,No,No phone service,Yes,No,Yes,Yes,No,Yes,No,50.8,463.6,No,One year,DSL,Mailed check,,2021-04-21 18:07:34
5907,8314-HTWVE,2,3,3,Female,0,Yes,Yes,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.85,144.15,No,Two year,None,Mailed check,,2021-06-21 18:07:34
5908,8316-BBQAY,4,1,3,Female,0,No,No,65,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,No,59.95,3921.1,No,Two year,DSL,Credit card (automatic),,2016-08-21 18:07:34
5909,8317-BVKSO,1,3,1,Male,0,No,No,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.05,299.3,No,Month-to-month,None,Electronic check,,2020-11-21 18:07:34
5910,8318-LCNBW,4,1,2,Male,0,Yes,No,35,No,No phone service,Yes,No,Yes,No,Yes,Yes,No,53.15,1930.9,No,One year,DSL,Credit card (automatic),,2019-02-21 18:07:34
5911,8319-QBEHW,3,1,2,Male,0,No,Yes,26,No,No phone service,No,Yes,No,No,Yes,No,Yes,39.95,1023.75,No,One year,DSL,Bank transfer (automatic),,2019-11-21 18:07:34
5912,8325-QRPZR,1,2,1,Female,0,No,No,7,Yes,No,No,No,Yes,No,No,No,Yes,75.15,525,No,Month-to-month,Fiber optic,Electronic check,,2021-06-21 18:07:34
5913,8327-LZKAS,1,2,2,Female,1,Yes,No,43,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,107.55,4533.9,Yes,One year,Fiber optic,Electronic check,2022-01-31,2018-06-21 18:07:34
5914,8327-WKMIE,4,3,2,Male,0,No,No,37,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,785.75,No,One year,None,Credit card (automatic),,2018-12-21 18:07:34
5915,8328-SKJNO,3,1,2,Male,0,No,Yes,23,No,No phone service,Yes,Yes,No,Yes,No,No,No,40.65,947.4,No,One year,DSL,Bank transfer (automatic),,2020-02-21 18:07:34
5916,8329-GWVPJ,3,2,1,Female,0,Yes,Yes,50,Yes,No,No,No,No,No,No,No,Yes,69.75,3557.7,No,Month-to-month,Fiber optic,Bank transfer (automatic),,2017-11-21 18:07:34
5917,8329-IBCTI,2,3,1,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,19.65,Yes,Month-to-month,None,Mailed check,2022-01-31,2021-12-21 18:07:34
5918,8329-UTMVM,3,2,2,Male,1,No,No,27,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,104.65,2964,No,One year,Fiber optic,Bank transfer (automatic),,2019-10-21 18:07:34
5919,8331-ZXFOE,4,1,2,Female,0,No,No,58,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,71.1,4299.2,No,One year,DSL,Credit card (automatic),,2017-03-21 18:07:34
5920,8332-OSJDW,2,3,2,Male,0,Yes,Yes,12,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,26.4,314.95,No,One year,None,Mailed check,,2021-01-21 18:07:34
5921,8336-TAVKX,3,1,3,Female,1,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,78.45,5682.25,No,Two year,DSL,Bank transfer (automatic),,2016-01-21 18:07:34
5922,8337-MSSXB,1,2,1,Female,0,No,No,14,Yes,No,No,Yes,No,No,No,Yes,Yes,86.3,1180.95,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2020-11-21 18:07:34
5923,8337-UPOAQ,1,2,1,Male,1,Yes,No,10,Yes,Yes,No,No,Yes,No,No,Yes,Yes,89.8,914.3,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-03-21 18:07:34
5924,8338-QIUNR,4,1,3,Male,0,Yes,Yes,72,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,66.5,4811.6,No,Two year,DSL,Credit card (automatic),,2016-01-21 18:07:34
5925,8344-WFMFH,1,1,1,Male,0,No,Yes,9,Yes,No,No,Yes,No,No,No,No,Yes,50.1,484.05,No,Month-to-month,DSL,Electronic check,,2021-04-21 18:07:34
5926,8345-MVDYC,3,1,3,Female,0,No,No,45,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,81.65,3618.7,No,Two year,DSL,Bank transfer (automatic),,2018-04-21 18:07:34
5927,8347-GDTMP,4,3,3,Female,0,Yes,No,64,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.45,1225.65,No,Two year,None,Credit card (automatic),,2016-09-21 18:07:34
5928,8348-HFYIV,1,1,1,Male,0,No,No,2,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,49.25,90.35,Yes,Month-to-month,DSL,Electronic check,2022-01-31,2021-11-21 18:07:34
5929,8348-JLBUG,4,2,2,Male,1,Yes,No,64,Yes,No,Yes,No,Yes,No,No,No,No,80.3,5017.7,No,One year,Fiber optic,Credit card (automatic),,2016-09-21 18:07:34
5930,8350-NYMVI,3,1,1,Female,0,No,No,39,No,No phone service,No,Yes,Yes,Yes,No,No,No,41.1,1597.05,No,Month-to-month,DSL,Bank transfer (automatic),,2018-10-21 18:07:34
5931,8356-WUAOJ,1,1,1,Female,0,Yes,No,1,Yes,No,No,No,No,No,No,No,Yes,45.0,45,No,Month-to-month,DSL,Electronic check,,2021-12-21 18:07:34
5932,8357-EQXFO,1,2,1,Female,0,No,No,7,Yes,No,No,No,Yes,No,Yes,Yes,Yes,95.35,660.9,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-06-21 18:07:34
5933,8361-LBRDI,4,3,3,Female,0,No,No,58,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.35,1423.85,No,Two year,None,Credit card (automatic),,2017-03-21 18:07:34
5934,8361-LTMKD,2,2,1,Male,1,Yes,No,4,Yes,Yes,No,No,No,No,No,No,Yes,74.4,306.6,Yes,Month-to-month,Fiber optic,Mailed check,2022-01-31,2021-09-21 18:07:34
5935,8364-TRMMK,2,1,1,Female,0,No,No,3,Yes,Yes,No,No,No,No,No,No,Yes,50.65,151.3,Yes,Month-to-month,DSL,Mailed check,2022-01-31,2021-10-21 18:07:34
5936,8372-JUXUI,1,2,1,Male,0,No,Yes,1,Yes,Yes,No,No,No,No,No,No,Yes,74.35,74.35,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
5937,8374-UULRV,4,1,3,Male,0,No,No,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,86.05,6309.65,No,Two year,DSL,Credit card (automatic),,2016-01-21 18:07:34
5938,8374-XGEJJ,1,2,1,Male,1,Yes,No,43,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,101.0,4388.4,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2018-06-21 18:07:34
5939,8375-DKEBR,1,2,1,Female,1,No,No,1,Yes,No,No,No,No,No,No,No,Yes,69.6,69.6,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
5940,8375-KVTHK,1,2,2,Male,0,Yes,No,68,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,100.3,6754.35,No,One year,Fiber optic,Electronic check,,2016-05-21 18:07:34
5941,8378-LKJAF,4,2,1,Male,0,Yes,Yes,38,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,101.15,3956.7,No,Month-to-month,Fiber optic,Credit card (automatic),,2018-11-21 18:07:34
5942,8380-MQINP,2,3,3,Female,0,Yes,Yes,55,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.3,1079.05,No,Two year,None,Mailed check,,2017-06-21 18:07:34
5943,8380-PEFPE,1,2,1,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,Yes,71.65,71.65,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
5944,8382-SHQEH,1,2,1,Female,0,Yes,No,8,Yes,Yes,No,No,No,No,No,Yes,Yes,84.9,764.95,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-05-21 18:07:34
5945,8383-SGHJU,1,1,2,Female,0,No,No,33,Yes,Yes,Yes,No,No,Yes,No,No,No,59.4,1952.8,No,One year,DSL,Electronic check,,2019-04-21 18:07:34
5946,8384-FZBJK,1,2,1,Female,0,Yes,Yes,57,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,100.6,5611.7,No,Month-to-month,Fiber optic,Electronic check,,2017-04-21 18:07:34
5947,8387-MOJJT,4,2,1,Female,0,Yes,Yes,42,Yes,No,No,No,No,No,Yes,No,Yes,77.95,3384,Yes,Month-to-month,Fiber optic,Credit card (automatic),2022-01-31,2018-07-21 18:07:34
5948,8387-UGUSU,2,3,1,Female,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,284.3,No,Month-to-month,None,Mailed check,,2020-10-21 18:07:34
5949,8388-DMKAE,2,3,3,Female,0,No,No,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.25,174.65,No,Two year,None,Mailed check,,2021-05-21 18:07:34
5950,8388-FYNPZ,1,1,1,Male,0,No,No,4,Yes,No,Yes,No,Yes,No,No,No,No,56.75,245.15,No,Month-to-month,DSL,Electronic check,,2021-09-21 18:07:34
5951,8390-FESFV,3,1,3,Female,0,No,No,62,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,84.5,5193.2,No,Two year,DSL,Bank transfer (automatic),,2016-11-21 18:07:34
5952,8393-DLHGA,1,2,1,Male,0,No,Yes,25,Yes,No,No,Yes,No,No,Yes,Yes,Yes,95.9,2448.75,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2019-12-21 18:07:34
5953,8393-JMVMB,2,3,1,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.45,19.45,No,Month-to-month,None,Mailed check,,2021-12-21 18:07:34
5954,8395-ETZKQ,3,3,2,Male,1,Yes,Yes,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.5,1193.55,No,One year,None,Bank transfer (automatic),,2016-05-21 18:07:34
5955,8397-MVTAZ,1,2,1,Male,0,Yes,No,34,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,100.05,3480,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2019-03-21 18:07:34
5956,8398-TBIYD,3,2,3,Female,0,No,No,72,Yes,Yes,Yes,No,No,Yes,No,No,Yes,84.7,6185.15,No,Two year,Fiber optic,Bank transfer (automatic),,2016-01-21 18:07:34
5957,8399-YNDCH,3,1,1,Male,1,No,No,21,Yes,No,No,No,Yes,No,Yes,No,Yes,60.05,1236.15,Yes,Month-to-month,DSL,Bank transfer (automatic),2022-01-31,2020-04-21 18:07:34
5958,8400-WZICQ,1,1,1,Female,0,Yes,Yes,55,Yes,No,Yes,Yes,No,No,No,No,No,55.7,3131.8,No,Month-to-month,DSL,Electronic check,,2017-06-21 18:07:34
5959,8401-EMUWF,3,1,1,Male,0,Yes,Yes,42,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,69.4,3058.3,No,Month-to-month,DSL,Bank transfer (automatic),,2018-07-21 18:07:34
5960,8402-EIVQS,4,2,2,Male,0,Yes,No,67,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,100.9,6733.15,No,One year,Fiber optic,Credit card (automatic),,2016-06-21 18:07:34
5961,8402-OOOHJ,2,3,3,Female,0,No,No,41,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.65,835.15,No,Two year,None,Mailed check,,2018-08-21 18:07:34
5962,8404-FYDIB,4,2,1,Male,0,No,No,26,Yes,Yes,Yes,Yes,No,No,No,No,Yes,86.65,2208.75,No,Month-to-month,Fiber optic,Credit card (automatic),,2019-11-21 18:07:34
5963,8404-GFGCZ,1,1,1,Male,0,Yes,No,4,Yes,Yes,No,No,Yes,No,Yes,No,No,65.6,250.1,No,Month-to-month,DSL,Electronic check,,2021-09-21 18:07:34
5964,8404-VIOMB,3,1,3,Female,0,No,No,66,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,62.5,4136.4,No,Two year,DSL,Bank transfer (automatic),,2016-07-21 18:07:34
5965,8404-VLQFB,1,3,1,Female,0,Yes,Yes,15,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.25,394.85,No,Month-to-month,None,Electronic check,,2020-10-21 18:07:34
5966,8405-IGQFX,4,2,2,Female,0,No,No,63,Yes,No,No,No,Yes,Yes,Yes,No,Yes,90.05,5817,No,One year,Fiber optic,Credit card (automatic),,2016-10-21 18:07:34
